Count,File Name,Type,District,ID,_1_XY,_2_XY,_3_XY,_4_XY,Position X,Position Y
1,District 7 Kappa,Deluxe,?,"-4560, -6768","-4544, -6752","-4544, -6784","-4576, -6784","-4576, -6752",-4560.0000,-6768.0000
1,District 7 Kappa,Deluxe,?,"-4592, -3152","-4576, -3168","-4576, -3136","-4608, -3136","-4608, -3168",-4592.0000,-3152.0000
1,District 7 Kappa,Deluxe,?,"-4592, -3184","-4576, -3200","-4576, -3168","-4608, -3168","-4608, -3200",-4592.0000,-3184.0000
1,District 7 Kappa,Deluxe,?,"-4592, -6736","-4576, -6720","-4576, -6752","-4608, -6752","-4608, -6720",-4592.0000,-6736.0000
1,District 7 Kappa,Deluxe,?,"-4592, -6768","-4576, -6752","-4576, -6784","-4608, -6784","-4608, -6752",-4592.0000,-6768.0000
1,District 7 Kappa,Deluxe,?,"-4784, -4806","-4800, -4822","-4800, -4790","-4768, -4790","-4768, -4822",-4784.0000,-4806.0000
1,District 7 Kappa,Deluxe,?,"-4784, -4838","-4800, -4854","-4800, -4822","-4768, -4822","-4768, -4854",-4784.0000,-4838.0000
1,District 7 Kappa,Deluxe,?,"-4784, -5082","-4800, -5066","-4800, -5098","-4768, -5098","-4768, -5066",-4784.0000,-5082.0000
1,District 7 Kappa,Deluxe,?,"-4784, -5114","-4800, -5098","-4800, -5130","-4768, -5130","-4768, -5098",-4784.0000,-5114.0000
1,District 7 Kappa,Deluxe,?,"-4816, -4806","-4832, -4822","-4832, -4790","-4800, -4790","-4800, -4822",-4816.0000,-4806.0000
1,District 7 Kappa,Deluxe,?,"-4816, -4838","-4832, -4854","-4832, -4822","-4800, -4822","-4800, -4854",-4816.0000,-4838.0000
1,District 7 Kappa,Deluxe,?,"-4816, -5082","-4832, -5066","-4832, -5098","-4800, -5098","-4800, -5066",-4816.0000,-5082.0000
1,District 7 Kappa,Deluxe,?,"-4816, -5114","-4832, -5098","-4832, -5130","-4800, -5130","-4800, -5098",-4816.0000,-5114.0000
1,District 7 Kappa,Deluxe,?,"-5088, -4448","-5072, -4464","-5072, -4432","-5104, -4432","-5104, -4464",-5088.0000,-4448.0000
1,District 7 Kappa,Deluxe,?,"-5088, -4480","-5072, -4496","-5072, -4464","-5104, -4464","-5104, -4496",-5088.0000,-4480.0000
1,District 7 Kappa,Deluxe,?,"-5088, -5440","-5072, -5424","-5072, -5456","-5104, -5456","-5104, -5424",-5088.0000,-5440.0000
1,District 7 Kappa,Deluxe,?,"-5088, -5472","-5072, -5456","-5072, -5488","-5104, -5488","-5104, -5456",-5088.0000,-5472.0000
1,District 7 Kappa,Deluxe,?,"-5120, -4448","-5104, -4464","-5104, -4432","-5136, -4432","-5136, -4464",-5120.0000,-4448.0000
1,District 7 Kappa,Deluxe,?,"-5120, -4480","-5104, -4496","-5104, -4464","-5136, -4464","-5136, -4496",-5120.0000,-4480.0000
1,District 7 Kappa,Deluxe,?,"-5120, -5440","-5104, -5424","-5104, -5456","-5136, -5456","-5136, -5424",-5120.0000,-5440.0000
1,District 7 Kappa,Deluxe,?,"-5120, -5472","-5104, -5456","-5104, -5488","-5136, -5488","-5136, -5456",-5120.0000,-5472.0000
1,District 7 Kappa,Deluxe,?,"-5264, -4352","-5248, -4368","-5248, -4336","-5280, -4336","-5280, -4368",-5264.0000,-4352.0000
1,District 7 Kappa,Deluxe,?,"-5264, -4384","-5248, -4400","-5248, -4368","-5280, -4368","-5280, -4400",-5264.0000,-4384.0000
1,District 7 Kappa,Deluxe,?,"-5264, -5536","-5248, -5520","-5248, -5552","-5280, -5552","-5280, -5520",-5264.0000,-5536.0000
1,District 7 Kappa,Deluxe,?,"-5264, -5568","-5248, -5552","-5248, -5584","-5280, -5584","-5280, -5552",-5264.0000,-5568.0000
1,District 7 Kappa,Deluxe,?,"-5296, -4352","-5280, -4368","-5280, -4336","-5312, -4336","-5312, -4368",-5296.0000,-4352.0000
1,District 7 Kappa,Deluxe,?,"-5296, -4384","-5280, -4400","-5280, -4368","-5312, -4368","-5312, -4400",-5296.0000,-4384.0000
1,District 7 Kappa,Deluxe,?,"-5296, -5536","-5280, -5520","-5280, -5552","-5312, -5552","-5312, -5520",-5296.0000,-5536.0000
1,District 7 Kappa,Deluxe,?,"-5296, -5568","-5280, -5552","-5280, -5584","-5312, -5584","-5312, -5552",-5296.0000,-5568.0000
1,District 3 Pi,Deluxe,�,"3184, 576","3200, 560","3200, 592","3168, 592","3168, 560",3184.0000,576.0000
1,District 3 Pi,Deluxe,�,"3184, -576","3200, -560","3200, -592","3168, -592","3168, -560",3184.0000,-576.0000
1,District 3 Pi,Deluxe,�,"3184, 608","3200, 592","3200, 624","3168, 624","3168, 592",3184.0000,608.0000
1,District 3 Pi,Deluxe,�,"3184, -608","3200, -592","3200, -624","3168, -624","3168, -592",3184.0000,-608.0000
1,District 3 Pi,Deluxe,�,"3216, 576","3232, 560","3232, 592","3200, 592","3200, 560",3216.0000,576.0000
1,District 3 Pi,Deluxe,�,"3216, -576","3232, -560","3232, -592","3200, -592","3200, -560",3216.0000,-576.0000
1,District 3 Pi,Deluxe,�,"3216, 608","3232, 592","3232, 624","3200, 624","3200, 592",3216.0000,608.0000
1,District 3 Pi,Deluxe,�,"3216, -608","3232, -592","3232, -624","3200, -624","3200, -592",3216.0000,-608.0000
1,District 3 Pi,Deluxe,�,"3360, 450","3376, 434","3376, 466","3344, 466","3344, 434",3360.0000,450.0000
1,District 3 Pi,Deluxe,�,"3360, -450","3376, -434","3376, -466","3344, -466","3344, -434",3360.0000,-450.0000
1,District 3 Pi,Deluxe,�,"3360, 482","3376, 466","3376, 498","3344, 498","3344, 466",3360.0000,482.0000
1,District 3 Pi,Deluxe,�,"3360, -482","3376, -466","3376, -498","3344, -498","3344, -466",3360.0000,-482.0000
1,District 3 Pi,Deluxe,�,"3392, 450","3408, 434","3408, 466","3376, 466","3376, 434",3392.0000,450.0000
1,District 3 Pi,Deluxe,�,"3392, -450","3408, -434","3408, -466","3376, -466","3376, -434",3392.0000,-450.0000
1,District 3 Pi,Deluxe,�,"3392, 482","3408, 466","3408, 498","3376, 498","3376, 466",3392.0000,482.0000
1,District 3 Pi,Deluxe,�,"3392, -482","3408, -466","3408, -498","3376, -498","3376, -466",3392.0000,-482.0000
1,District 3 Pi,Deluxe,�,"3664, 122","3648, 106","3648, 138","3680, 138","3680, 106",3664.0000,122.0000
1,District 3 Pi,Deluxe,�,"3664, -122","3648, -106","3648, -138","3680, -138","3680, -106",3664.0000,-122.0000
1,District 3 Pi,Deluxe,�,"3664, 154","3648, 138","3648, 170","3680, 170","3680, 138",3664.0000,154.0000
1,District 3 Pi,Deluxe,�,"3664, -154","3648, -138","3648, -170","3680, -170","3680, -138",3664.0000,-154.0000
1,District 3 Pi,Deluxe,�,"3696, 122","3680, 106","3680, 138","3712, 138","3712, 106",3696.0000,122.0000
1,District 3 Pi,Deluxe,�,"3696, -122","3680, -106","3680, -138","3712, -138","3712, -106",3696.0000,-122.0000
1,District 3 Pi,Deluxe,�,"3696, 154","3680, 138","3680, 170","3712, 170","3712, 138",3696.0000,154.0000
1,District 3 Pi,Deluxe,�,"3696, -154","3680, -138","3680, -170","3712, -170","3712, -138",3696.0000,-154.0000
1,District 3 Pi,Deluxe,�,"3888, 1776","3904, 1760","3904, 1792","3872, 1792","3872, 1760",3888.0000,1776.0000
1,District 3 Pi,Deluxe,�,"3888, -1776","3904, -1760","3904, -1792","3872, -1792","3872, -1760",3888.0000,-1776.0000
1,District 3 Pi,Deluxe,�,"3888, 1808","3904, 1792","3904, 1824","3872, 1824","3872, 1792",3888.0000,1808.0000
1,District 3 Pi,Deluxe,�,"3888, -1808","3904, -1792","3904, -1824","3872, -1824","3872, -1792",3888.0000,-1808.0000
1,District 3 Pi,Deluxe,�,"3920, 1776","3936, 1760","3936, 1792","3904, 1792","3904, 1760",3920.0000,1776.0000
1,District 3 Pi,Deluxe,�,"3920, -1776","3936, -1760","3936, -1792","3904, -1792","3904, -1760",3920.0000,-1776.0000
1,District 3 Pi,Deluxe,�,"3920, 1808","3936, 1792","3936, 1824","3904, 1824","3904, 1792",3920.0000,1808.0000
1,District 3 Pi,Deluxe,�,"3920, -1808","3936, -1792","3936, -1824","3904, -1824","3904, -1792",3920.0000,-1808.0000
1,District 3 Pi,Deluxe,�,"4064, 1648","4080, 1632","4080, 1664","4048, 1664","4048, 1632",4064.0000,1648.0000
1,District 3 Pi,Deluxe,�,"4064, -1648","4080, -1632","4080, -1664","4048, -1664","4048, -1632",4064.0000,-1648.0000
1,District 3 Pi,Deluxe,�,"4064, 1680","4080, 1664","4080, 1696","4048, 1696","4048, 1664",4064.0000,1680.0000
1,District 3 Pi,Deluxe,�,"4064, -1680","4080, -1664","4080, -1696","4048, -1696","4048, -1664",4064.0000,-1680.0000
1,District 3 Pi,Deluxe,�,"4096, 1648","4112, 1632","4112, 1664","4080, 1664","4080, 1632",4096.0000,1648.0000
1,District 3 Pi,Deluxe,�,"4096, -1648","4112, -1632","4112, -1664","4080, -1664","4080, -1632",4096.0000,-1648.0000
1,District 3 Pi,Deluxe,�,"4096, 1680","4112, 1664","4112, 1696","4080, 1696","4080, 1664",4096.0000,1680.0000
1,District 3 Pi,Deluxe,�,"4096, -1680","4112, -1664","4112, -1696","4080, -1696","4080, -1664",4096.0000,-1680.0000
1,District 3 Pi,Deluxe,�,"4464, 1312","4480, 1296","4480, 1328","4448, 1328","4448, 1296",4464.0000,1312.0000
1,District 3 Pi,Deluxe,�,"4464, -1312","4480, -1296","4480, -1328","4448, -1328","4448, -1296",4464.0000,-1312.0000
1,District 3 Pi,Deluxe,�,"4464, 1344","4480, 1328","4480, 1360","4448, 1360","4448, 1328",4464.0000,1344.0000
1,District 3 Pi,Deluxe,�,"4464, -1344","4480, -1328","4480, -1360","4448, -1360","4448, -1328",4464.0000,-1344.0000
1,District 3 Pi,Deluxe,�,"4464, 16","4480, 32","4480, 0","4448, 0","4448, 32",4464.0000,16.0000
1,District 3 Pi,Deluxe,�,"4464, -16","4480, 0","4480, -32","4448, -32","4448, 0",4464.0000,-16.0000
1,District 3 Pi,Deluxe,�,"4496, 1312","4512, 1296","4512, 1328","4480, 1328","4480, 1296",4496.0000,1312.0000
1,District 3 Pi,Deluxe,�,"4496, -1312","4512, -1296","4512, -1328","4480, -1328","4480, -1296",4496.0000,-1312.0000
1,District 3 Pi,Deluxe,�,"4496, 1344","4512, 1328","4512, 1360","4480, 1360","4480, 1328",4496.0000,1344.0000
1,District 3 Pi,Deluxe,�,"4496, -1344","4512, -1328","4512, -1360","4480, -1360","4480, -1328",4496.0000,-1344.0000
1,District 3 Pi,Deluxe,�,"4496, 16","4512, 32","4512, 0","4480, 0","4480, 32",4496.0000,16.0000
1,District 3 Pi,Deluxe,�,"4496, -16","4512, 0","4512, -32","4480, -32","4480, 0",4496.0000,-16.0000
1,District 3 Pi,Deluxe,�,"4640, 1216","4656, 1200","4656, 1232","4624, 1232","4624, 1200",4640.0000,1216.0000
1,District 3 Pi,Deluxe,�,"4640, -1216","4656, -1200","4656, -1232","4624, -1232","4624, -1200",4640.0000,-1216.0000
1,District 3 Pi,Deluxe,�,"4640, 1248","4656, 1232","4656, 1264","4624, 1264","4624, 1232",4640.0000,1248.0000
1,District 3 Pi,Deluxe,�,"4640, -1248","4656, -1232","4656, -1264","4624, -1264","4624, -1232",4640.0000,-1248.0000
1,District 3 Pi,Deluxe,�,"4672, 1216","4688, 1200","4688, 1232","4656, 1232","4656, 1200",4672.0000,1216.0000
1,District 3 Pi,Deluxe,�,"4672, -1216","4688, -1200","4688, -1232","4656, -1232","4656, -1200",4672.0000,-1216.0000
1,District 3 Pi,Deluxe,�,"4672, 1248","4688, 1232","4688, 1264","4656, 1264","4656, 1232",4672.0000,1248.0000
1,District 3 Pi,Deluxe,�,"4672, -1248","4688, -1232","4688, -1264","4656, -1264","4656, -1232",4672.0000,-1248.0000
1,District 3 Pi,Deluxe,�,"4944, 848","4928, 832","4928, 864","4960, 864","4960, 832",4944.0000,848.0000
1,District 3 Pi,Deluxe,�,"4944, -848","4928, -832","4928, -864","4960, -864","4960, -832",4944.0000,-848.0000
1,District 3 Pi,Deluxe,�,"4944, 880","4928, 864","4928, 896","4960, 896","4960, 864",4944.0000,880.0000
1,District 3 Pi,Deluxe,�,"4944, -880","4928, -864","4928, -896","4960, -896","4960, -864",4944.0000,-880.0000
1,District 3 Pi,Deluxe,�,"4976, 848","4960, 832","4960, 864","4992, 864","4992, 832",4976.0000,848.0000
1,District 3 Pi,Deluxe,�,"4976, -848","4960, -832","4960, -864","4992, -864","4992, -832",4976.0000,-848.0000
1,District 3 Pi,Deluxe,�,"4976, 880","4960, 864","4960, 896","4992, 896","4992, 864",4976.0000,880.0000
1,District 3 Pi,Deluxe,�,"4976, -880","4960, -864","4960, -896","4992, -896","4992, -864",4976.0000,-880.0000
1,District 3 Pi,Deluxe,�,"5168, 2512","5184, 2496","5184, 2528","5152, 2528","5152, 2496",5168.0000,2512.0000
1,District 3 Pi,Deluxe,�,"5168, -2512","5184, -2496","5184, -2528","5152, -2528","5152, -2496",5168.0000,-2512.0000
1,District 3 Pi,Deluxe,�,"5168, 2544","5184, 2528","5184, 2560","5152, 2560","5152, 2528",5168.0000,2544.0000
1,District 3 Pi,Deluxe,�,"5168, -2544","5184, -2528","5184, -2560","5152, -2560","5152, -2528",5168.0000,-2544.0000
1,District 3 Pi,Deluxe,�,"5200, 2512","5216, 2496","5216, 2528","5184, 2528","5184, 2496",5200.0000,2512.0000
1,District 3 Pi,Deluxe,�,"5200, -2512","5216, -2496","5216, -2528","5184, -2528","5184, -2496",5200.0000,-2512.0000
1,District 3 Pi,Deluxe,�,"5200, 2544","5216, 2528","5216, 2560","5184, 2560","5184, 2528",5200.0000,2544.0000
1,District 3 Pi,Deluxe,�,"5200, -2544","5216, -2528","5216, -2560","5184, -2560","5184, -2528",5200.0000,-2544.0000
1,District 3 Pi,Deluxe,�,"6224, 848","6240, 832","6240, 864","6208, 864","6208, 832",6224.0000,848.0000
1,District 3 Pi,Deluxe,�,"6224, -848","6240, -832","6240, -864","6208, -864","6208, -832",6224.0000,-848.0000
1,District 3 Pi,Deluxe,�,"6224, 880","6240, 864","6240, 896","6208, 896","6208, 864",6224.0000,880.0000
1,District 3 Pi,Deluxe,�,"6224, -880","6240, -864","6240, -896","6208, -896","6208, -864",6224.0000,-880.0000
1,District 3 Pi,Deluxe,�,"6256, 848","6272, 832","6272, 864","6240, 864","6240, 832",6256.0000,848.0000
1,District 3 Pi,Deluxe,�,"6256, -848","6272, -832","6272, -864","6240, -864","6240, -832",6256.0000,-848.0000
1,District 3 Pi,Deluxe,�,"6256, 880","6272, 864","6272, 896","6240, 896","6240, 864",6256.0000,880.0000
1,District 3 Pi,Deluxe,�,"6256, -880","6272, -864","6272, -896","6240, -896","6240, -864",6256.0000,-880.0000
1,District 3 Pi,Deluxe,�,"6528, 1176","6512, 1160","6512, 1192","6544, 1192","6544, 1160",6528.0000,1176.0000
1,District 3 Pi,Deluxe,�,"6528, -1176","6512, -1160","6512, -1192","6544, -1192","6544, -1160",6528.0000,-1176.0000
1,District 3 Pi,Deluxe,�,"6528, 1208","6512, 1192","6512, 1224","6544, 1224","6544, 1192",6528.0000,1208.0000
1,District 3 Pi,Deluxe,�,"6528, -1208","6512, -1192","6512, -1224","6544, -1224","6544, -1192",6528.0000,-1208.0000
1,District 3 Pi,Deluxe,�,"6560, 1176","6544, 1160","6544, 1192","6576, 1192","6576, 1160",6560.0000,1176.0000
1,District 3 Pi,Deluxe,�,"6560, -1176","6544, -1160","6544, -1192","6576, -1192","6576, -1160",6560.0000,-1176.0000
1,District 3 Pi,Deluxe,�,"6560, 1208","6544, 1192","6544, 1224","6576, 1224","6576, 1192",6560.0000,1208.0000
1,District 3 Pi,Deluxe,�,"6560, -1208","6544, -1192","6544, -1224","6576, -1224","6576, -1192",6560.0000,-1208.0000
1,District 3 Pi,Deluxe,�,"6704, 1312","6688, 1296","6688, 1328","6720, 1328","6720, 1296",6704.0000,1312.0000
1,District 3 Pi,Deluxe,�,"6704, -1312","6688, -1296","6688, -1328","6720, -1328","6720, -1296",6704.0000,-1312.0000
1,District 3 Pi,Deluxe,�,"6704, 1344","6688, 1328","6688, 1360","6720, 1360","6720, 1328",6704.0000,1344.0000
1,District 3 Pi,Deluxe,�,"6704, -1344","6688, -1328","6688, -1360","6720, -1360","6720, -1328",6704.0000,-1344.0000
1,District 3 Pi,Deluxe,�,"6704, 16","6688, 32","6688, 0","6720, 0","6720, 32",6704.0000,16.0000
1,District 3 Pi,Deluxe,�,"6704, -16","6688, 0","6688, -32","6720, -32","6720, 0",6704.0000,-16.0000
1,District 3 Pi,Deluxe,�,"6736, 1312","6720, 1296","6720, 1328","6752, 1328","6752, 1296",6736.0000,1312.0000
1,District 3 Pi,Deluxe,�,"6736, -1312","6720, -1296","6720, -1328","6752, -1328","6752, -1296",6736.0000,-1312.0000
1,District 3 Pi,Deluxe,�,"6736, 1344","6720, 1328","6720, 1360","6752, 1360","6752, 1328",6736.0000,1344.0000
1,District 3 Pi,Deluxe,�,"6736, -1344","6720, -1328","6720, -1360","6752, -1360","6752, -1328",6736.0000,-1344.0000
1,District 3 Pi,Deluxe,�,"6736, 16","6720, 32","6720, 0","6752, 0","6752, 32",6736.0000,16.0000
1,District 3 Pi,Deluxe,�,"6736, -16","6720, 0","6720, -32","6752, -32","6752, 0",6736.0000,-16.0000
1,District 6 Sigma,Deluxe,?,"-3184, 576","-3200, 560","-3200, 592","-3168, 592","-3168, 560",-3184.0000,576.0000
1,District 6 Sigma,Deluxe,?,"-3184, -576","-3200, -560","-3200, -592","-3168, -592","-3168, -560",-3184.0000,-576.0000
1,District 6 Sigma,Deluxe,?,"-3184, 608","-3200, 592","-3200, 624","-3168, 624","-3168, 592",-3184.0000,608.0000
1,District 6 Sigma,Deluxe,?,"-3184, -608","-3200, -592","-3200, -624","-3168, -624","-3168, -592",-3184.0000,-608.0000
1,District 6 Sigma,Deluxe,?,"-3216, 576","-3232, 560","-3232, 592","-3200, 592","-3200, 560",-3216.0000,576.0000
1,District 6 Sigma,Deluxe,?,"-3216, -576","-3232, -560","-3232, -592","-3200, -592","-3200, -560",-3216.0000,-576.0000
1,District 6 Sigma,Deluxe,?,"-3216, 608","-3232, 592","-3232, 624","-3200, 624","-3200, 592",-3216.0000,608.0000
1,District 6 Sigma,Deluxe,?,"-3216, -608","-3232, -592","-3232, -624","-3200, -624","-3200, -592",-3216.0000,-608.0000
1,District 6 Sigma,Deluxe,?,"-3360, 450","-3376, 434","-3376, 466","-3344, 466","-3344, 434",-3360.0000,450.0000
1,District 6 Sigma,Deluxe,?,"-3360, -450","-3376, -434","-3376, -466","-3344, -466","-3344, -434",-3360.0000,-450.0000
1,District 6 Sigma,Deluxe,?,"-3360, 482","-3376, 466","-3376, 498","-3344, 498","-3344, 466",-3360.0000,482.0000
1,District 6 Sigma,Deluxe,?,"-3360, -482","-3376, -466","-3376, -498","-3344, -498","-3344, -466",-3360.0000,-482.0000
1,District 6 Sigma,Deluxe,?,"-3392, 450","-3408, 434","-3408, 466","-3376, 466","-3376, 434",-3392.0000,450.0000
1,District 6 Sigma,Deluxe,?,"-3392, -450","-3408, -434","-3408, -466","-3376, -466","-3376, -434",-3392.0000,-450.0000
1,District 6 Sigma,Deluxe,?,"-3392, 482","-3408, 466","-3408, 498","-3376, 498","-3376, 466",-3392.0000,482.0000
1,District 6 Sigma,Deluxe,?,"-3392, -482","-3408, -466","-3408, -498","-3376, -498","-3376, -466",-3392.0000,-482.0000
1,District 6 Sigma,Deluxe,?,"-3664, 122","-3648, 106","-3648, 138","-3680, 138","-3680, 106",-3664.0000,122.0000
1,District 6 Sigma,Deluxe,?,"-3664, -122","-3648, -106","-3648, -138","-3680, -138","-3680, -106",-3664.0000,-122.0000
1,District 6 Sigma,Deluxe,?,"-3664, 154","-3648, 138","-3648, 170","-3680, 170","-3680, 138",-3664.0000,154.0000
1,District 6 Sigma,Deluxe,?,"-3664, -154","-3648, -138","-3648, -170","-3680, -170","-3680, -138",-3664.0000,-154.0000
1,District 6 Sigma,Deluxe,?,"-3696, 122","-3680, 106","-3680, 138","-3712, 138","-3712, 106",-3696.0000,122.0000
1,District 6 Sigma,Deluxe,?,"-3696, -122","-3680, -106","-3680, -138","-3712, -138","-3712, -106",-3696.0000,-122.0000
1,District 6 Sigma,Deluxe,?,"-3696, 154","-3680, 138","-3680, 170","-3712, 170","-3712, 138",-3696.0000,154.0000
1,District 6 Sigma,Deluxe,?,"-3696, -154","-3680, -138","-3680, -170","-3712, -170","-3712, -138",-3696.0000,-154.0000
1,District 6 Sigma,Deluxe,?,"-3888, 1776","-3904, 1760","-3904, 1792","-3872, 1792","-3872, 1760",-3888.0000,1776.0000
1,District 6 Sigma,Deluxe,?,"-3888, -1776","-3904, -1760","-3904, -1792","-3872, -1792","-3872, -1760",-3888.0000,-1776.0000
1,District 6 Sigma,Deluxe,?,"-3888, 1808","-3904, 1792","-3904, 1824","-3872, 1824","-3872, 1792",-3888.0000,1808.0000
1,District 6 Sigma,Deluxe,?,"-3888, -1808","-3904, -1792","-3904, -1824","-3872, -1824","-3872, -1792",-3888.0000,-1808.0000
1,District 6 Sigma,Deluxe,?,"-3920, 1776","-3936, 1760","-3936, 1792","-3904, 1792","-3904, 1760",-3920.0000,1776.0000
1,District 6 Sigma,Deluxe,?,"-3920, -1776","-3936, -1760","-3936, -1792","-3904, -1792","-3904, -1760",-3920.0000,-1776.0000
1,District 6 Sigma,Deluxe,?,"-3920, 1808","-3936, 1792","-3936, 1824","-3904, 1824","-3904, 1792",-3920.0000,1808.0000
1,District 6 Sigma,Deluxe,?,"-3920, -1808","-3936, -1792","-3936, -1824","-3904, -1824","-3904, -1792",-3920.0000,-1808.0000
1,District 6 Sigma,Deluxe,?,"-4064, 1648","-4080, 1632","-4080, 1664","-4048, 1664","-4048, 1632",-4064.0000,1648.0000
1,District 6 Sigma,Deluxe,?,"-4064, -1648","-4080, -1632","-4080, -1664","-4048, -1664","-4048, -1632",-4064.0000,-1648.0000
1,District 6 Sigma,Deluxe,?,"-4064, 1680","-4080, 1664","-4080, 1696","-4048, 1696","-4048, 1664",-4064.0000,1680.0000
1,District 6 Sigma,Deluxe,?,"-4064, -1680","-4080, -1664","-4080, -1696","-4048, -1696","-4048, -1664",-4064.0000,-1680.0000
1,District 6 Sigma,Deluxe,?,"-4096, 1648","-4112, 1632","-4112, 1664","-4080, 1664","-4080, 1632",-4096.0000,1648.0000
1,District 6 Sigma,Deluxe,?,"-4096, -1648","-4112, -1632","-4112, -1664","-4080, -1664","-4080, -1632",-4096.0000,-1648.0000
1,District 6 Sigma,Deluxe,?,"-4096, 1680","-4112, 1664","-4112, 1696","-4080, 1696","-4080, 1664",-4096.0000,1680.0000
1,District 6 Sigma,Deluxe,?,"-4096, -1680","-4112, -1664","-4112, -1696","-4080, -1696","-4080, -1664",-4096.0000,-1680.0000
1,District 6 Sigma,Deluxe,?,"-4464, 16","-4480, 32","-4480, 0","-4448, 0","-4448, 32",-4464.0000,16.0000
1,District 6 Sigma,Deluxe,?,"-4464, -16","-4480, 0","-4480, -32","-4448, -32","-4448, 0",-4464.0000,-16.0000
1,District 6 Sigma,Deluxe,?,"-4496, 16","-4512, 32","-4512, 0","-4480, 0","-4480, 32",-4496.0000,16.0000
1,District 6 Sigma,Deluxe,?,"-4496, -16","-4512, 0","-4512, -32","-4480, -32","-4480, 0",-4496.0000,-16.0000
1,District 6 Sigma,Deluxe,?,"-4944, 848","-4928, 832","-4928, 864","-4960, 864","-4960, 832",-4944.0000,848.0000
1,District 6 Sigma,Deluxe,?,"-4944, -848","-4928, -832","-4928, -864","-4960, -864","-4960, -832",-4944.0000,-848.0000
1,District 6 Sigma,Deluxe,?,"-4944, 880","-4928, 864","-4928, 896","-4960, 896","-4960, 864",-4944.0000,880.0000
1,District 6 Sigma,Deluxe,?,"-4944, -880","-4928, -864","-4928, -896","-4960, -896","-4960, -864",-4944.0000,-880.0000
1,District 6 Sigma,Deluxe,?,"-4976, 848","-4960, 832","-4960, 864","-4992, 864","-4992, 832",-4976.0000,848.0000
1,District 6 Sigma,Deluxe,?,"-4976, -848","-4960, -832","-4960, -864","-4992, -864","-4992, -832",-4976.0000,-848.0000
1,District 6 Sigma,Deluxe,?,"-4976, 880","-4960, 864","-4960, 896","-4992, 896","-4992, 864",-4976.0000,880.0000
1,District 6 Sigma,Deluxe,?,"-4976, -880","-4960, -864","-4960, -896","-4992, -896","-4992, -864",-4976.0000,-880.0000
1,District 6 Sigma,Deluxe,?,"-6224, 848","-6240, 832","-6240, 864","-6208, 864","-6208, 832",-6224.0000,848.0000
1,District 6 Sigma,Deluxe,?,"-6224, -848","-6240, -832","-6240, -864","-6208, -864","-6208, -832",-6224.0000,-848.0000
1,District 6 Sigma,Deluxe,?,"-6224, 880","-6240, 864","-6240, 896","-6208, 896","-6208, 864",-6224.0000,880.0000
1,District 6 Sigma,Deluxe,?,"-6224, -880","-6240, -864","-6240, -896","-6208, -896","-6208, -864",-6224.0000,-880.0000
1,District 6 Sigma,Deluxe,?,"-6256, 848","-6272, 832","-6272, 864","-6240, 864","-6240, 832",-6256.0000,848.0000
1,District 6 Sigma,Deluxe,?,"-6256, -848","-6272, -832","-6272, -864","-6240, -864","-6240, -832",-6256.0000,-848.0000
1,District 6 Sigma,Deluxe,?,"-6256, 880","-6272, 864","-6272, 896","-6240, 896","-6240, 864",-6256.0000,880.0000
1,District 6 Sigma,Deluxe,?,"-6256, -880","-6272, -864","-6272, -896","-6240, -896","-6240, -864",-6256.0000,-880.0000
1,District 6 Sigma,Deluxe,?,"-6704, 16","-6688, 32","-6688, 0","-6720, 0","-6720, 32",-6704.0000,16.0000
1,District 6 Sigma,Deluxe,?,"-6704, -16","-6688, 0","-6688, -32","-6720, -32","-6720, 0",-6704.0000,-16.0000
1,District 6 Sigma,Deluxe,?,"-6736, 16","-6720, 32","-6720, 0","-6752, 0","-6752, 32",-6736.0000,16.0000
1,District 6 Sigma,Deluxe,?,"-6736, -16","-6720, 0","-6720, -32","-6752, -32","-6752, 0",-6736.0000,-16.0000
1,District 6 Sigma,Deluxe,?,"-7104, 1648","-7088, 1632","-7088, 1664","-7120, 1664","-7120, 1632",-7104.0000,1648.0000
1,District 6 Sigma,Deluxe,?,"-7104, -1648","-7088, -1632","-7088, -1664","-7120, -1664","-7120, -1632",-7104.0000,-1648.0000
1,District 6 Sigma,Deluxe,?,"-7104, 1680","-7088, 1664","-7088, 1696","-7120, 1696","-7120, 1664",-7104.0000,1680.0000
1,District 6 Sigma,Deluxe,?,"-7104, -1680","-7088, -1664","-7088, -1696","-7120, -1696","-7120, -1664",-7104.0000,-1680.0000
1,District 6 Sigma,Deluxe,?,"-7136, 1648","-7120, 1632","-7120, 1664","-7152, 1664","-7152, 1632",-7136.0000,1648.0000
1,District 6 Sigma,Deluxe,?,"-7136, -1648","-7120, -1632","-7120, -1664","-7152, -1664","-7152, -1632",-7136.0000,-1648.0000
1,District 6 Sigma,Deluxe,?,"-7136, 1680","-7120, 1664","-7120, 1696","-7152, 1696","-7152, 1664",-7136.0000,1680.0000
1,District 6 Sigma,Deluxe,?,"-7136, -1680","-7120, -1664","-7120, -1696","-7152, -1696","-7152, -1664",-7136.0000,-1680.0000
1,District 6 Sigma,Deluxe,?,"-7280, 1776","-7264, 1760","-7264, 1792","-7296, 1792","-7296, 1760",-7280.0000,1776.0000
1,District 6 Sigma,Deluxe,?,"-7280, -1776","-7264, -1760","-7264, -1792","-7296, -1792","-7296, -1760",-7280.0000,-1776.0000
